ORF,SIM PHI
ORF5,9.12789221288568
ORF14,0.649049985272373
ORF15,0.157547398860549
ORF17,1.31305825527067
ORF52,1.6936172143052
ORF55,0.222124598818212
ORF59,0.939778162267051
ORF67,0.115554690823102
ORF75,1.24928738240952
ORF91,0.228010660505835
ORF96,0.840808009442379
ORF97,0.442818978223425
ORF102,0.435705186384087
ORF104,4.92096350118396
ORF117,0.0479430457105529
ORF118,0.211966130821139
ORF122,0.100225784480653
ORF128,1.40022183679612
ORF131,3.10827659059802
ORF134,1.1980061242155
ORF135,0.105062226485182
ORF136,0.790321812854089
ORF138,0.17868680261969
ORF141,0.0575918928592438
ORF146,0.741397061225264
ORF147,0.12707722093163
ORF152,1.27742508066538
ORF159,0.130037819660926
ORF172,1.59059091653064
ORF174,0.46248967270168
ORF177,0.448578372230084
ORF182,0.860688698564961
ORF187,1.52074257383734
ORF192,0.0251004199490139
ORF195,0.641475477236144
ORF196,0.764512548303101
ORF197,10.330575722859
ORF206,9.16734531644324
ORF209,2.61714959890531
ORF220,8.13908925547738
ORF228,0.565456365369284
ORF232,13.7509600093308
ORF267,0.233810369690071
ORF269,8.07667602559801
ORF276,2.49751441702907
ORF278,0.177406204787697
ORF281,0.0288900486031118
ORF282,12.0374597154269
ORF284,3.28078499190343
ORF285,1.80147594670896
ORF287,0.096626363071141
ORF293,1.3667932885367
ORF294,3.38037830424235
ORF295,0.51217340611106
ORF298,0.203644276467161
ORF305,0.371209268291515
ORF309,0.787158091590247
ORF312,0.15259217523178
ORF319,0.903904075117823
ORF329,0.121916748409289
ORF333,5.24372352113304
ORF337,0.721439719810724
ORF340,1.19063026890976
ORF342,0.422737677562165
ORF357,0.0734876865190311
ORF360,0.0804048452318739
ORF366,2.7502698399872
ORF372,0.351601249848566
ORF377,3.52222405921297
ORF378,1.33912330880327
ORF396,0.66376796137961
ORF398,1.22322841966373
ORF404,0.123639333077408
ORF406,0.529594611566592
ORF411,0.978623075025151
ORF415,1.58524331299505
ORF425,0.304198988870972
ORF430,2.74670899908598
ORF431,0.0808163461532072
ORF450,17.8270895575958
ORF452,0.121758910535288
ORF457,0.459998078472438
ORF472,1.62278745248479
ORF474,0.426340672500225
ORF475,0.344842473679768
ORF476,0.356748721875723
ORF477,1.35615861309855
ORF484,0.781633040430051
ORF485,3.67231003241723
ORF508,16.6445139185722
ORF510,2.19897531938502
ORF511,0.107198530147407
ORF514,0.861543179897819
ORF516,0.557949814095469
ORF518,1.913333796826
ORF520,0.0778383222661157
ORF531,0.929866864892568
ORF533,1.18222341724991
ORF537,0.391003792255585
ORF556,0.0939492415927444
ORF557,1.77145107408801
ORF563,0.473864984206226
ORF565,0.0485666889283403
ORF571,0.607442734201998
ORF572,0.134802479770981
ORF574,1.13601934443812
ORF576,0.130802740303632
ORF582,0.260866291066746
ORF584,1.17217918590666
ORF587,1.98172391669223
ORF595,1.9286305945796
ORF607,0.0781228287749872
ORF611,0.462912022359382
ORF624,0.645557313023168
ORF634,1.60775301322032
ORF635,2.95209262609276
ORF641,5.80835400060517
ORF642,1.53925610087892
ORF643,0.191688368494524
ORF644,2.37025136621853
ORF650,0.621811416713272
ORF657,1.14404405842777
ORF659,0.606182322789276
ORF661,1.6775655208723
ORF663,12.3907716580886
ORF664,1.05707183645309
ORF665,0.76089106539593
ORF671,1.35367997202887
ORF680,0.668154722568379
ORF682,0.317628202331734
ORF686,0.52431202345297
ORF697,16.3486444618772
ORF701,0.60997180457336
ORF702,0.258913817359652
ORF707,1.51432773857234
ORF711,5.15091756536955
ORF723,0.115079536844265
ORF724,2.89495972740588
ORF725,0.863120785401154
ORF729,0.284779003000697
ORF732,0.538345520940104
ORF736,0.522797633987373
ORF742,0.141564621448477
ORF746,0.529631200424608
ORF751,0.052609746708042
ORF753,2.0393113518662
ORF755,0.429100891227955
ORF759,1.13111414458384
ORF767,1.74363250590578
ORF772,0.817483104807854
ORF775,3.58641119601194
ORF776,0.960115301177687
ORF779,0.797395148918752
ORF784,0.235427814483938
ORF792,0.798115138005697
ORF802,0.944129395626461
ORF805,0.265248474877215
ORF806,0.706429566837645
ORF808,5.60656352683271
ORF810,1.12769025163383
ORF818,0.126473948997025
ORF820,0.277662678350966
ORF824,0.566869516850122
ORF825,0.10852502629041
ORF829,1.12867558383108
ORF844,50.4328815532349
ORF851,0.891608518182589
ORF852,1.08737542712194
ORF855,0.618446892927778
