ORF,SIM PHI
ORF6,0.390503870514101
ORF12,1.20074212103991
ORF32,1.58735693853414
ORF33,1.85051999842889
ORF50,2.04400686905731
ORF55,2.38306042868182
ORF68,0.407052675959438
ORF92,1.32362926003979
ORF95,4.14323848104391
ORF110,0.0562800833132695
ORF115,5.268425050169
ORF124,0.0931763312600982
ORF131,0.173000463377243
ORF135,1.00768684767266
ORF147,1.51069045768954
ORF149,1.7213796405421
ORF151,0.437449395640881
ORF153,0.210955628920966
ORF154,0.201174029256732
ORF163,1.94222381476578
ORF167,0.11745567423106
ORF178,1.04563531643513
ORF184,1.1865392559102
ORF208,0.839047192578881
ORF210,1.73839344143659
ORF226,0.447529551895537
ORF244,2.05756686296443
ORF250,0.728164196525764
ORF263,0.462930314407216
ORF271,0.434590551906858
ORF286,0.946147033358267
ORF287,1.62788785635588
ORF311,1.36970332160659
ORF320,0.495692947448519
ORF321,2.12548325833533
ORF335,1.81059907462811
ORF338,0.467607978367146
ORF349,2.98539519220097
ORF356,8.73565850130281
ORF365,8.7443279338051
ORF372,0.250403160463831
ORF375,0.903487487449686
ORF399,0.626608705398026
ORF402,0.720796672465201
ORF406,5.92954930882664
ORF410,0.229751014562507
ORF416,2.52117986182814
ORF419,0.281053726287322
ORF431,1.94731666237672
ORF453,1.02450076313817
ORF459,0.231564686660556
ORF472,4.83873742084747
ORF476,0.366741415160574
ORF485,0.550714978588073
ORF487,0.0282137040169907
ORF503,2.37229054849199
ORF512,0.826407072170622
ORF537,2.39453150879986
ORF548,0.348004507044735
ORF562,0.991866087649191
ORF580,0.265433905064526
ORF586,0.30552949076564
ORF587,0.365506420231715
ORF598,0.465812218460968
ORF607,0.0924398376634838
ORF609,1.16156275950114
ORF610,1.82966910930355
ORF633,0.533689673157645
ORF653,0.0223139605677395
ORF660,0.585829148423286
ORF684,0.0989450109609572
ORF688,0.916794698441557
ORF691,0.298893843114725
ORF695,1.02648023873265
ORF705,0.377666356434198
ORF715,0.519131814697998
ORF724,0.832248061557552
ORF726,2.09326223211056
ORF730,5.50189102817507
ORF734,0.040574461542352
ORF735,0.378907561238639
ORF736,0.0843007325742108
ORF745,6.21953012888085
ORF747,0.43286189359647
ORF768,0.00867599221626963
ORF772,4.04806490950214
ORF777,1.84857108216273
ORF787,1.32911311411661
ORF815,0.773146238607946
ORF817,0.986973136086572
ORF821,1.24146550924077
ORF822,0.146390014266509
ORF825,0.0924367097156234
ORF830,0.363227670381169
ORF836,10.0523450052208
ORF844,0.685926635262127
ORF848,0.105373377890884
ORF857,0.455227685900147
ORF862,0.499064704705403
ORF864,1.06284466713724
ORF884,1.87431813584511
ORF890,0.342121092583425
ORF918,1.24072823138598
ORF929,0.293562785656959
ORF942,0.278219267812012
ORF943,4.73558908588383
ORF947,7.01344232701516
ORF967,3.94610713298786
ORF973,2.21221340919802
ORF974,4.41550217395684
ORF982,10.9272279303836
ORF986,1.66022640944033
ORF1009,0.142393027599396
ORF1013,0.58645537101935
ORF1064,1.04950927244071
ORF1072,0.461595350415211
ORF1081,7.9816442511473
ORF1100,0.146162266874414
ORF1102,0.450423663833766
ORF1103,0.722577968552048
ORF1107,1.7243137055684
ORF1109,0.810608867408424
ORF1120,2.2661132758332
ORF1133,0.227345666783821
ORF1139,1.53129445042395
ORF1213,3.0334308902515
ORF1217,0.194977722752496
ORF1224,0.642656177588198
ORF1228,4.43263898728151
ORF1239,0.0553580072478208
ORF1244,0.428172077424082
ORF1263,0.39192012135303
ORF1265,0.206983375761095
ORF1280,1.88446127147835
ORF1323,4.90940047654243
ORF1327,1.81025385176606
ORF1338,2.8896792781884
ORF1344,0.170413005532278
ORF1364,1.50876764925968
ORF1400,0.246729046175314
ORF1402,3.41091323047567
ORF1404,0.260163506175225
ORF1437,0.325680910983856
ORF1443,0.824541056264601
ORF1459,3.65113674527667
ORF1464,0.211482537204947
ORF1467,0.0479268220384979
ORF1474,3.70568824055052
ORF1499,0.691785799585809
ORF1500,1.03762864134475
ORF1568,0.0482985309426912
ORF1571,0.131110044852147
ORF1579,0.0177758403612699
ORF1585,0.415070642344217
ORF1588,1.97638751783892
ORF1600,0.359002553404447
ORF1626,0.106605251117791
ORF1636,1.2874031639645
ORF1666,1.79536816772771
ORF1672,2.87040462049773
ORF1679,0.624834918554057
ORF1689,1.20356197385834
ORF1690,1.23278711114261
ORF1708,0.225304218332249
ORF1709,0.296704687616405
ORF1710,0.306037729807812
ORF1717,0.0753098725076889
ORF1736,1.36328689199519
ORF1740,0.567305780124601
ORF1751,0.756266159958416
ORF1765,2.510475844216
ORF1777,6.89099707455294
ORF1795,0.183726402651652
ORF1802,0.897999923561255
ORF1803,0.296567425084346
ORF1814,1.11378285704425
ORF1817,0.724796723174021
ORF1823,1.47717984859033
ORF1829,0.065417526930563
ORF1837,0.808295280820391
ORF1856,0.66160376424312
ORF1857,2.83603630086421
ORF1869,0.534011160121395
ORF1871,0.106932419127329
ORF1889,0.945176950152186
ORF1897,0.144939524379971
ORF1898,0.644222805434736
ORF1902,0.118261907988975
ORF1908,3.2992907061847
ORF1921,1.0709845176194
ORF1941,1.33973176013196
ORF1950,0.542162672215862
ORF1956,0.388347662949871
ORF1967,2.78454867609885
ORF1971,0.760604232903571
ORF1981,0.114077756652796
ORF1991,0.262875359990644
ORF1993,4.44286769581622
ORF2002,0.160509823643479
ORF2005,0.642143734770388
ORF2024,2.64673753464887
ORF2027,0.153860244270954
ORF2056,1.2731629838035
ORF2078,0.523247687481664
ORF2092,0.346217534615569
ORF2097,3.98833853231883
ORF2100,0.778632447895893
ORF2137,3.29377085981986
ORF2145,0.181633819597548
ORF2164,10.2431837636752
ORF2167,0.594701934544473
ORF2168,1.74528679378428
ORF2185,0.0697475289777135
ORF2216,5.55009263963835
ORF2217,0.319051952406889
ORF2222,0.325173103390491
ORF2240,9.85210393303312
ORF2293,0.639401644662845
ORF2298,1.42314334921687
ORF2301,0.0234281584438339
ORF2303,0.138577230184238
ORF2305,0.117430206766915
ORF2318,9.58685857061167
ORF2319,0.213359827461431
ORF2323,0.811520698284485
ORF2341,1.02311710556422
ORF2348,0.0871210879783547
ORF2353,1.03857499834659
ORF2360,0.262002846066794
ORF2361,0.0897046580116845
ORF2370,0.361762332768385
ORF2388,3.89919734210174
ORF2440,0.0243089834897677
ORF2450,1.52773837287962
ORF2458,1.84771578934973
