A.GCA.deltaM,-0.286281,0.00125299
A.GCC.deltaM,0.383087,0.000977229
A.GCG.deltaM,0.561898,0.0036948
A.GCT.deltaM,0,0
C.GCT.deltaM,0.0397603,0.00462607
C.TGC.deltaM,0,0
D.TGC.deltaM,0.567554,0.000697911
D.TGT.deltaM,0,0
E.TGT.deltaM,-0.447553,0.000699144
E.GAC.deltaM,0,0
F.GAC.deltaM,0.645289,0.00115663
F.GAT.deltaM,0,0
G.GAT.deltaM,0.0234197,0.00124346
G.GAA.deltaM,0.166353,0.00135373
G.GAG.deltaM,0.463612,0.00156151
G.TTC.deltaM,0,0
H.TTC.deltaM,0.39816,0.00224085
H.TTT.deltaM,0,0
I.TTT.deltaM,-0.0749777,0.00200224
I.GGA.deltaM,0.365489,0.000927902
I.GGC.deltaM,0,0
K.GGC.deltaM,-0.554074,0.000711934
K.GGG.deltaM,0,0
L.GGG.deltaM,0.443424,0.00106712
L.GGT.deltaM,1.02981,0.00159024
L.CAC.deltaM,0.43014,0.00142821
L.CAT.deltaM,0.575244,0.00176954
L.ATA.deltaM,0.0914271,0.000682843
L.ATC.deltaM,0,0
N.ATC.deltaM,0.313326,0.000980296
N.ATT.deltaM,0,0
P.ATT.deltaM,-0.084292,0.00131246
P.AAA.deltaM,0.340267,0.00409274
P.AAG.deltaM,0.44661,0.00248691
P.CTA.deltaM,0,0
Q.CTA.deltaM,-0.213882,0.00108969
Q.CTC.deltaM,0,0
R.CTC.deltaM,-0.894091,0.00084681
R.CTG.deltaM,-0.644714,0.0013504
R.CTT.deltaM,-0.00273087,0.00646365
R.TTA.deltaM,0.524657,0.00328577
R.TTG.deltaM,0.489025,0.00697973
R.ATG.deltaM,0,0
S.ATG.deltaM,0.106483,0.0016179
S.AAC.deltaM,0.528219,0.00112176
S.AAT.deltaM,0.464444,0.00204311
S.CCA.deltaM,0,0
T.CCA.deltaM,-0.276629,0.00220797
T.CCC.deltaM,0.275206,0.00167072
T.CCG.deltaM,0.392107,0.00181392
T.CCT.deltaM,0,0
V.CCT.deltaM,0.0897195,0.00182111
V.CAA.deltaM,0.574364,0.00105703
V.CAG.deltaM,0.263423,0.00234273
V.AGA.deltaM,0,0
Y.AGA.deltaM,0.129654,0.00126872
Y.AGG.deltaM,0,0
Z.AGG.deltaM,-0.186471,0.00214337
Z.CGA.deltaM,0,0
